Sdlg	Species	Fire	FirePatch	Ht2017.cm.fall	Elevation	Nearby_Easting	Nearby_Northing	Slope.Deg	Aspect.deg	BasDia2016.cm	Datasheet1_2016	Date1_2016	Date2_2016	personel2	personel1	ShrubSpp03	Cov1.3	Ht1.3	Years	DataSheet2017	BasDia2017.mm.1	BasDia2017.mm.2	siteclass	Y	X	incidrad	heatload	Year	VertGrowth_cm	Ht_cm1	FireYear	Ht_cm2
240	ABCO	AMRC	AMRC-NE	51	1951	0	0	17	187	1.66	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	ARPA	1040	63.46153846	8	Shrubs_Summer17_AMRC_2_Sep11	14	14.8	4	39.23891596	-120.5947841	1.041087544	1.012263769	2016	2.6	45.9	2008	48.5
241	PIPO	AMRC	AMRC-NE	40	1951	0	0	17	187	0.98	Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx	7/19/2016	9/9/9999	0	VF HH	ARPA	810	68.88888889	8	Shrubs_Summer17_AMRC_2_Sep11	8.8	8.9	4	39.23890524	-120.5948056	1.041087644	1.012263869	2016	6	24.7	2008	30.7
242	ABCO	AMRC	AMRC-NE	29	1940	0	0	20	196	0.93	Data_Sheet_AMRC_NE_JUL_20_16	7/20/2016	9/9/9999	0	VF HH	ARPA	900	59.33333333	8	Shrubs_Summer17_AMRC_2_Sep11	6.2	6.4	4	39.23866933	-120.5949522	1.043133183	1.028849929	2016	1.6	26.5	2008	28.1
243	ABCO	AMRC	AMRC-NE	26	1940	0	0	20	196	1.13	Data_Sheet_AMRC_NE_JUL_20_16	7/20/2016	9/9/9999	0	VF HH	ARPA	900	59.33333333	8	Shrubs_Summer17_AMRC_2_Sep11	7.2	8.6	4	39.23866933	-120.5949522	1.043133183	1.028849929	2016	5	19.2	2008	24.2
244	PIPO	AMRC	AMRC-NE	20	1940	0	0	20	196	0.89	Data_Sheet_AMRC_NE_JUL_20_16	7/20/2016	9/9/9999	0	VF HH	ARPA	720	69.30555556	8	Shrubs_Summer17_AMRC_2_Sep11	7.2	6.5	4	39.23866933	-120.5949522	1.043133183	1.028849929	2016	3.2	12.8	2008	16
245	ABCO	AMRC	AMRC-NE	45	1940	0	0	16	202	0.7	Data_Sheet_AMRC_NE_JUL_20_16	7/20/2016	9/9/9999	0	VF HH	CECO	1020	54.01960784	8	Shrubs_Summer17_AMRC_2_Sep11	6.6	6.7	4	39.23865365	-120.5950743	1.029577132	1.028689778	2016	7.9	34	2008	41.9
246	ABCO	AMRC	AMRC-NE	65	1940	0	0	18	192	1.51	Data_Sheet_AMRC_NE_JUL_20_16	7/20/2016	9/9/9999	0	VF HH	CECO	1190	45.04201681	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	14.1	15.1	4	39.23866149	-120.5950132	1.04156044	1.020785868	2016	9.6	50.4	2008	60
247	ABCO	AMRC	AMRC-NE	35.8	1940	0	0	18	192	0.94	Data_Sheet_AMRC_NE_JUL_20_16	7/20/2016	9/9/9999	0	VF HH	CECO	1190	45.04201681	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	7.4	6.8	4	39.23866149	-120.5950132	1.04156044	1.020785868	2016	2.8	32.6	2008	35.4
248	ABCO	AMRC	AMRC-NE	36	1940	0	0	18	202	0.68	Data_Sheet_AMRC_NE_JUL_20_16	7/20/2016	9/9/9999	0	VF HH	CECO	1080	48.24074074	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	5.2	4.4	4	39.23866149	-120.5950132	1.033969584	1.032974773	2016	4.4	28.2	2008	32.6
249	ABCO	AMRC	AMRC-NE	43	1940	0	0	18	202	0.94	Data_Sheet_AMRC_NE_JUL_20_16	7/20/2016	9/9/9999	0	VF HH	CECO	1080	48.24074074	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	5.8	6.5	4	39.23866149	-120.5950132	1.033969584	1.032974773	2016	6.1	31.8	2008	37.9
250	ABCO	AMRC	AMRC-3	41	1685	0	0	4	14	1.2	Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx	7/20/2016	9/9/9999	0	VF HH	ARPA	740	73.64864865	8	Shrubs_Summer17_AMRC_2_Sep12	12.5	12	3	39.219178	-120.635357	0.922190606	0.92599428	2016	7.6	23.2	2008	30.8
251	PIPO	AMRC	AMRC-3	25	1684	0	0	2	14	0.63	Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx	7/20/2016	9/9/9999	0	VF HH	CECO	600	56.83333333	8	Shrubs_Summer17_AMRC_2_Sep12	5	5	3	39.21927981	-120.6354794	0.943954998	0.945857994	2016	5.2	12.5	2008	17.7
252	ABCO	AMRC	AMRC-3	35	1684	0	0	2	14	1.17	Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx	7/20/2016	9/9/9999	0	VF HH	ARPA	640	58.4375	8	Shrubs_Summer17_AMRC_2_Sep12	9.9	9.7	3	39.21927981	-120.6354794	0.943954998	0.945857994	2016	3.4	26.7	2008	30.1
253	ABCO	AMRC	AMRC-3	62	1681	0	0	6	324	1.25	Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx	7/20/2016	9/9/9999	0	VF HH	CECO	790	68.73417722	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	12.6	15.7	3	39.219158	-120.636404	0.907840614	0.940719496	2016	12.6	44.9	2008	57.5
254	ABCO	AMRC	AMRC-3	72	1681	0	0	6	324	1.7	Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx	7/20/2016	9/9/9999	0	VF HH	CECO	790	68.73417722	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	20.5	22.2	3	39.219158	-120.636404	0.907840614	0.940719496	2016	5.2	56.6	2008	61.8
255	ABCO	AMRC	AMRC-3	40	1680.5	0	0	7	336	1.24	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	CECO	890	84.49438202	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	11.9	11.7	3	39.21920238	-120.6364516	0.891552273	0.924163968	2016	5.3	29.5	2008	34.8
256	ABCO	AMRC	AMRC-3	55	1680	0	0	5	342	1.32	Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx	7/20/2016	9/9/9999	0	VF HH	CECO	710	77.04225352	8	Shrubs_Summer17_AMRC_2_Sep12	13.6	14	3	39.21924676	-120.6364993	0.911847407	0.932728687	2016	13.7	34.3	2008	48
257	ABCO	AMRC	AMRC-3	39	1680	0	0	5	342	1.21	Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx	7/20/2016	9/9/9999	0	VF HH	CECO	780	73.20512821	8	Shrubs_Summer17_AMRC_2_Sep12	11.7	11.6	3	39.21924676	-120.6364993	0.911847407	0.932728687	2016	7.3	25.5	2008	32.8
258	ABCO	AMRC	AMRC-3	62	1682	0	0	4	341	1.65	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	CECO	880	65	8	Shrubs_Summer17_AMRC_2_Sep12	19.1	17.5	3	39.21905821	-120.6364293	0.923024767	0.940076392	2016	15.6	42.4	2008	58
259	PIPO	AMRC	AMRC-3	59	1683	0	0	4	340	1.05	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	CECO	830	43.97590361	8	Shrubs_Summer17_AMRC_2_Sep12	10.4	9.9	3	39.21898947	-120.6363746	0.923221275	0.940606669	2016	13.3	25.5	2008	38.8
260	PIPO	AMRC	AMRC-3	29	1683	0	0	2	346	0.82	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	ARPA	780	53.07692308	8	Shrubs_Summer17_AMRC_2_Sep12	7.6	7.7	3	39.2189276	-120.6361699	0.943958169	0.951616312	2016	5.5	18.9	2008	24.4
262	PIPO	AMRC	AMRC-3	67	1681	0	0	3	350	1.72	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	CECO	940	54.68085106	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	13.9	13.8	3	39.219085	-120.636132	0.932798516	0.943172209	2016	14.8	48.6	2008	63.4
263	ABCO	AMRC	AMRC-3	91	1682	0	0	3	347	1.84	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	CECO	1020	70.39215686	8	Shrubs_Summer17_AMRC_2_Sep12	20.7	21.5	3	39.219089	-120.635996	0.93306178	0.944273465	2016	19.2	58.2	2008	77.4
264	ABCO	AMRC	AMRC-3	63	1684	0	0	3	347	1.6	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	ARPA	970	75.97938144	8	Shrubs_Summer17_AMRC_2_Sep12	12.4	12.6	3	39.21903707	-120.6355556	0.93306225	0.944273935	2016	15.2	37.4	2008	52.6
265	ABCO	AMRC	AMRC-3	30	1684	0	0	3	347	0.89	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	CECO	1110	77.11711712	8	Shrubs_Summer17_AMRC_2_Sep12	4.7	4.8	3	39.21903707	-120.6355556	0.93306225	0.944273935	2016	4.9	22.9	2008	27.8
153	PIPO	FRDS	FRDS-SE	52	1316	738851	4298772	20	253	1.15	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	890	36.96629213	12	Shrubs_Summer17_Sep1_iPad	15	14	2	38.77669249	-120.2917578	0.937137536	1.034496162	2016	11.3	34.3	2004	45.6
194	PIPO	FRDS	FRDS-SE	76	1366	0	0	19	220	2.63	Data_Sheet_FRDS_SE_JUL_8_2016	7/8/2016	9/9/9999	0	vf hh	CHFO	750	88.66666667	12	Shrubs_Summer17_Sep1_iPad	30.6	30.8	2	38.7767738	-120.2920097	1.014838221	1.050954285	2016	16.6	48.7	2004	65.3
196	PIPO	FRDS	FRDS-SE	71	1366	0	0	15	220	1.72	Data_Sheet_FRDS_SE_JUL_8_2016	7/8/2016	9/9/9999	0	vf hh	CHFO	470	29.14893617	12	Shrubs_Summer17_Sep1_iPad	15.9	16.8	2	38.7766774	-120.2919771	1.011241459	1.039952882	2016	17.3	48.8	2004	66.1
197	PIPO	FRDS	FRDS-SE	211	1366	0	0	18	185	6.55	Data_Sheet_FRDS_SE_JUL_8_2016	7/8/2016	9/9/9999	0	vf hh	CHFO	520	55.38461538	12	Shrubs_Summer17_Sep1_iPad	3.22 in	3.53 in	2	38.77889272	-120.2911511	1.048507539	1.014227535	2016	25.5	132.5	2004	158
198	PIPO	FRDS	FRDS-SE	104	1366	0	0	15	197	2.47	Data_Sheet_FRDS_SE_JUL_8_2016	7/8/2016	9/9/9999	0	vf hh	CHFO	780	53.58974359	12	Shrubs_Summer17_Sep1_iPad	1.10 in	1.22 in	2	38.77730986	-120.2904556	1.034970749	1.025819386	2016	18.6	70.7	2004	89.3
26	PIPO	FRDS	FRDS-A	111	1642	734550	4296666	18	130	1.6	Data_Sheet_FRDS_Jun10_2	6/10/2016	7/27/2016	VF HH	CT jb 	CEIN	1200	178.3333333	12	Shrubs_Summer17_Freds_KindleFire_Sep5_done	20.8	19.8	4	38.78755217	-120.2995814	0.995789015	0.887066733	2016	13.2	89.2	2004	102.4
27	PIPO	FRDS	FRDS-A	77	1642	734550	4296666	3	80	4.6	Data_Sheet_FRDS_Jun10_2	6/10/2016	7/27/2016	VF HH	CT jb 	CEIN	1180	193.559322	12	Shrubs_Summer17_Freds_KindleFire_Sep5_done	18.7	18.2	4	38.78755217	-120.2995814	0.957145611	0.940862175	2016	9.6	60.5	2004	70.1
125W	ABCO	WRTS	WRTS-1	252	2112	738851	4298772	18	60	6.035	Data_Sheet_WRTS_1_JUN_29_4	6/29/2016	9/9/9999	0	CT VF	CECO	1430	135.4545455	35	Shrubs_Summer17_Wrights_KindleFire_Sep5	79	79	3	38.7984004	-120.2443785	0.82547506	0.756077183	2016	12	229	1981	241
2	PIPO	CLVD	CLVD-N	186	1626	72432	4303788	18	2	3.44	Data_Sheet_CLVD_N_May_30	5/30/2016	7/26/2016	VF HH	CT 	ARPA	1310	115.5725191	23	Shrubs_Summer17_Aug30_1231_done	30.7	32.3	3	38.85433326	-120.4149616	0.750576305	0.790499414	2015	7.5	157.4	1992	164.9
4	PIPO	CLVD	CLVD-N	87	1626	724321	4303791	18	2	1.85	Data_Sheet_CLVD_N_May_30_2	5/30/2016	7/26/2016	VF HH	CT 	ARPA	1450	115.5172414	23	Shrubs_Summer17_Aug30_1231_done	16.6	16.6	3	38.85433326	-120.4149616	0.750576305	0.790499414	2015	3.1	74.6	1992	77.7
5	PIPO	CLVD	CLVD-N	217	1626	724321	4303791	14	2	6.19	Data_Sheet_CLVD_N_May_30_2	5/30/2016	7/26/2016	VF HH	CT 	ARPA	980	89.54081633	23	Shrubs_Summer17_Aug30_1231_done	79	79	3	38.85438935	-120.414938	0.803251666	0.834506498	2015	20.5	159.2	1992	179.7
6	ABCO	CLVD	CLVD-N	14	1626	724392	4303842	22	85	0.3	Data_Sheet_CLVD_N_May_30_2	5/30/2016	7/26/2016	VF HH	CT 	ARPA	1180	125.4661017	23	Shrubs_Summer17_Aug30_1231_done	3.7	4.1	3	38.85480676	-120.4140619	0.860604423	0.738024023	2015	2.1	11.9	1992	14
8	PIPO	CLVD	CLVD-N	229	1626.5	724392	4303842	15	41	7.2	Data_Sheet_CLVD_N_May_31	5/31/2016	7/26/2016	VF HH	CT 	CEIN	1100	106.3636364	23	Shrubs_Summer17_Aug30_1231_done	79	85	3	38.8554105	-120.4140961	0.820799639	0.790503355	2015	17.5	185	1992	202.5
9	ABCO	CLVD	CLVD-N	175	1626.5	724392	4303842	15	34	3.52	Data_Sheet_CLVD_N_May_31	5/31/2016	7/26/2016	VF HH	CT 	ARPA	1440	132.0833333	23	Shrubs_Summer17_Aug30_1231_done	40.3	39.8	3	38.85516028	-120.4142948	0.811529475	0.792493802	2015	17.7	122.5	1992	140.2
10	PIPO	CLVD	CLVD-N	185	1626.5	724392	4303842	16	47	5.86	Data_Sheet_CLVD_N_May_31	5/31/2016	7/26/2016	VF HH	CT 	ARPA	1190	116.302521	23	Shrubs_Summer17_Aug30_1231_done	69.8	64.5	3	38.85488033	-120.4141733	0.819343995	0.777176118	2015	23.3	122.7	1992	146
11	PIPO	CLVD	CLVD-N	27	1626.5	724392	4303842	16	38	0.9	Data_Sheet_CLVD_N_May_31	5/31/2016	7/26/2016	VF HH	CT 	ARPA	1300	101.0769231	23	Shrubs_Summer17_Aug30_1231_done	4.3	4.6	3	38.85501252	-120.4143175	0.805258263	0.778084262	2015	3	18.5	1992	21.5
12	ABCO	CLVD	CLVD-N	157	1632	724392	4303842	15	17	4.24	Data_Sheet_CLVD_N_May_31	5/31/2016	9/9/9999	0	CT 	CEPR	810	10.59259259	23	Shrubs_Summer17_Aug30_1231_done	52.8	56.2	3	38.85503971	-120.4144633	0.795653908	0.804805271	2015	17	105.1	1992	122.1
13	ABCO	CLVD	CLVD-N	15	1632	724392	4303842	15	17	0.65	Data_Sheet_CLVD_N_May_31	5/31/2016	9/9/9999	0	CT 	CEPR	810	10.59259259	23	Shrubs_Summer17_Aug30_1231_done	4.1	3.9	3	38.85503971	-120.4144633	0.795653908	0.804805271	2015	1.2	11.8	1992	13
15	ABCO	CLVD	CLVD-N	62	1626.5	724392	4303842	15	26	1.28	Data_Sheet_CLVD_N_May_31	5/31/2016	7/26/2016	VF HH	CT 	CEPR	1330	43.90977444	23	Shrubs_Summer17_Aug30_1231_done	14.2	14.4	3	38.85511777	-120.4143643	0.802827693	0.796998771	2015	7.8	40.2	1992	48
275	ABCO	CLVD	CLVD-N	27	1621	0	0	12	50	0.74	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	CEPR	1050	29.71428571	23	Shrubs_Summer17_Aug30_1231_done	5.3	5.4	3	38.85512584	-120.4142661	0.864486711	0.829070572	2015	1.3	20.3	1992	21.6
276	ABCO	CLVD	CLVD-N	14	1621	0	0	26	18	0.56	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	ARPA	910	98.13186813	23	Shrubs_Summer17_Aug30_1231_done	4	3.9	3	38.85436715	-120.415066	0.649687957	0.662376214	2015	0.3	11.9	1992	12.2
277	PIPO	CLVD	CLVD-N	85	1621	0	0	18	18	2.48	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	ARPA	1150	107.7391304	23	Shrubs_Summer17_Aug30_1231_done	23.7	25	3	38.85436715	-120.415066	0.757775204	0.766719421	2015	4.4	72.3	1992	76.7
278	PIPO	CLVD	CLVD-N	99	1621	0	0	18	18	2.7	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	ARPA	820	114.6341463	23	Shrubs_Summer17_Aug30_1231_done	24.3	26.5	3	38.85436715	-120.415066	0.757775204	0.766719421	2015	5	75.7	1992	80.7
279	PIPO	CLVD	CLVD-N	110	1621	0	0	22	347	3.12	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	ARPA	1160	140.7758621	23	Shrubs_Summer17_Aug30_1231_done	28.8	29.8	3	38.85445046	-120.4149172	0.700411948	0.780662153	2015	8.3	87.2	1992	95.5
280	PIPO	CLVD	CLVD-N	69	1621	0	0	21	354	1.3	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	ARPA	1190	117.8151261	23	Shrubs_Summer17_Aug30_1231_done	12.3	13.7	3	38.85446759	-120.4149659	0.710578886	0.773661366	2015	3.5	59.7	1992	63.2
281	ABCO	CLVD	CLVD-N	26	1621	0	0	19	348	0.68	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	ARPA	920	111.7391304	23	Shrubs_Summer17_Aug30_1231_done	5.8	5.9	3	38.85442615	-120.4148941	0.740416492	0.808444325	2015	4.8	12.6	1992	17.4
282	ABCO	CLVD	CLVD-N	52	1621	0	0	22	67	1.09	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	ARPA	1110	108.018018	23	Shrubs_Summer17_Aug30_1231_done	11.5	12	3	38.85454104	-120.4147644	0.805793182	0.708931075	2015	9.7	36.2	1992	45.9
283	ABCO	CLVD	CLVD-N	37	1621	0	0	15	39	0.56	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	CECO	1060	89.1509434	23	Shrubs_Summer17_Aug30_1231_done	4.1	4.5	3	38.85465594	-120.4146347	0.818007651	0.790889834	2015	5.2	21.9	1992	27.1
284	ABCO	CLVD	CLVD-N	50	1621	0	0	13	37	0.95	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	ARPA	1120	120.7142857	23	Shrubs_Summer17_Aug30_1231_done	10.3	9.1	3	38.8553308	-120.4143378	0.837835522	0.817057492	2015	7.9	34.5	1992	42.4
285	PIPO	CLVD	CLVD-N	167	1621	0	0	20	33	5.47	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	ARPA	970	98.91752577	23	Shrubs_Summer17_Aug30_1231_done	61.2	61.6	3	38.85537405	-120.4140915	0.749955725	0.726962419	2015	14.8	118.6	1992	133.4
36	PIPO	AMRC	AMRC-NW	45	1598	739022	4298073	28	250	1.35	Data_Sheet_AMRC_NW_JUN_21_4	6/21/2016	9/9/9999	0	CT vf	LIDE	140	23.57142857	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	16.4	17.4	4	39.23366473	-120.6489264	0.910792314	1.038482309	2015	9.1	17.5	2008	26.6
38	PIPO	AMRC	AMRC-NW	21	1598	739022	4298073	28	250	1.21	Data_Sheet_AMRC_NW_JUN_21_4	6/21/2016	9/9/9999	0	CT vf	LIDE	150	56.66666667	7	Shrubs_Summer17_AMRC_2_Sep11	12.8	12.1	4	39.23366473	-120.6489264	0.910792314	1.038482309	2015	1.7	12.1	2008	13.8
39	PIPO	AMRC	AMRC-NW	63	1598	739022	4298073	28	250	1.7	Data_Sheet_AMRC_NW_JUN_21_4	6/21/2016	9/9/9999	0	CT vf	LIDE	250	97.2	7	Shrubs_Summer17_AMRC_2_Sep11	18.6	19.9	4	39.23366473	-120.6489264	0.910792314	1.038482309	2015	8.9	38.3	2008	47.2
40	PIPO	AMRC	AMRC-NW	26	1598	739022	4298073	28	250	0.68	Data_Sheet_AMRC_NW_JUN_21_4	6/21/2016	9/9/9999	0	CT vf	LIDE	530	85.66037736	7	Shrubs_Summer17_AMRC_2_Sep11	6.8	6.8	4	39.23366473	-120.6489264	0.910792314	1.038482309	2015	2.6	15.3	2008	17.9
41	PIPO	AMRC	AMRC-NW	103	1598	739022	4298073	22	270	3.5	Data_Sheet_AMRC_NW_JUN_21_4	6/21/2016	9/9/9999	0	CT vf	LIDE	580	64.13793103	7	Shrubs_Summer17_AMRC_2_Sep11	38.1	39.7	4	39.23363463	-120.6487674	0.872844072	1.00051954	2015	11.5	62.3	2008	73.8
42	PIPO	AMRC	AMRC-NW	51	1598	739022	4298073	22	270	1.09	Data_Sheet_AMRC_NW_JUN_21_5	6/21/2016	9/9/9999	0	CT vf	LIDE	840	72.14285714	7	Shrubs_Summer17_AMRC_2_Sep11	11	10.8	4	39.23366719	-120.6487506	0.872843771	1.000519238	2015	9.9	16.4	2008	26.3
43	PIPO	AMRC	AMRC-NW	15	1598	739022	4298073	6	287	0.53	Data_Sheet_AMRC_NW_JUN_21_5	6/21/2016	9/9/9999	0	CT vf	LIDE	260	77.69230769	7	Shrubs_Summer17_AMRC_2_Sep11	5.3	5.4	4	39.23369975	-120.6487338	0.933737606	0.972121342	2015	3.4	4.7	2008	8.1
44	PIPO	AMRC	AMRC-NW	20	1598	739022	4298073	22	22	0.59	Data_Sheet_AMRC_NW_JUN_21_5	6/21/2016	9/9/9999	0	CT vf	LIDE	360	48.61111111	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	6.6	6.6	4	39.23373349	-120.6483509	0.705430489	0.706636452	2015	2.2	10.8	2008	13
46	ABCO	AMRC	AMRC-NW	53	1598	739022	4298073	22	22	1.7	Data_Sheet_AMRC_NW_JUN_21_5	6/21/2016	9/9/9999	0	CT vf	ARPA	420	45.23809524	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	18.1	19.1	4	39.2340466	-120.6481866	0.705427589	0.706633552	2015	3.6	38.9	2008	42.5
48	ABCO	AMRC	AMRC-NW	78	1598	739022	4298073	19	22	1.95	Data_Sheet_AMRC_NW_JUN_21_5	6/21/2016	9/9/9999	0	CT vf	Other	270	43.88888889	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	20.9	20.5	4	39.234092	-120.64814	0.744896584	0.745944678	2015	12.9	55.3	2008	68.2
51	ABCO	AMRC	AMRC-NE	66	1966	739619	4297391	17	188	1.18	Data_Sheet_AMRC_NE_JUN_21_1	6/21/2016	9/9/9999	0	CT vf	CHSE	990	41.31313131	7	Shrubs_Summer17_AMRC_2_Sep11	12.8	12	4	39.23821461	-120.5939482	1.040773036	1.01376757	2015	7.6	42.8	2008	50.4
52	ABCO	AMRC	AMRC-NE	42	1966	739619	4297391	17	188	0.8	Data_Sheet_AMRC_NE_JUN_21_1	6/21/2016	9/9/9999	0	CT vf	CHSE	930	48.27956989	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	8.2	8.4	4	39.23823981	-120.5939368	1.040772801	1.013767335	2015	4.5	25.6	2008	30.1
53	ABCO	AMRC	AMRC-NE	32	1966	739619	4297391	17	188	0.69	Data_Sheet_AMRC_NE_JUN_21_1	6/21/2016	9/9/9999	0	CT vf	CHSE	1020	51.76470588	7	Shrubs_Summer17_AMRC_2_Sep11	5.3	6.1	4	39.23827211	-120.5939456	1.040772501	1.013767035	2015	10.4	8.2	2008	18.6
54	ABCO	AMRC	AMRC-NE	48	1966	739619	4297391	17	188	1.05	Data_Sheet_AMRC_NE_JUN_21_1	6/21/2016	9/9/9999	0	CT vf	CHSE	880	50.68181818	7	Shrubs_Summer17_AMRC_2_Sep11	11.1	10.8	4	39.238265	-120.5939253	1.040772567	1.013767101	2015	1.8	32.8	2008	34.6
55	ABCO	AMRC	AMRC-NE	68	1966	739619	4297391	17	188	1.2	Data_Sheet_AMRC_NE_JUN_21_1	6/21/2016	9/9/9999	0	CT vf	CHSE	880	50.68181818	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	13.9	14	4	39.23828231	-120.5939492	1.040772406	1.01376694	2015	5.6	47.3	2008	52.9
56	ABCO	AMRC	AMRC-NE	84	1966	739619	4297391	17	188	1.19	Data_Sheet_AMRC_NE_JUN_21_1	6/21/2016	9/9/9999	0	CT vf	CHSE	810	48.39506173	7	Shrubs_Summer17_AMRC_2_Sep11	15.1	15.5	4	39.23829961	-120.5939731	1.040772245	1.013766779	2015	13.7	50.2	2008	63.9
57	ABCO	AMRC	AMRC-NE	35	1966	739619	4297391	17	188	0.64	Data_Sheet_AMRC_NE_JUN_21_1	6/21/2016	9/9/9999	0	CT vf	CHSE	960	41.5625	7	Shrubs_Summer17_AMRC_2_Sep11	5.5	5.3	4	39.238265	-120.5940204	1.040772567	1.013767101	2015	3	21.3	2008	24.3
58	ABCO	AMRC	AMRC-NE	NA	1966	739619	4297391	17	188	0.51	Data_Sheet_AMRC_NE_JUN_21_1	6/21/2016	9/9/9999	0	CT vf	CHSE	920	48.47826087	7	NA	NA	NA	4	39.2384321	-120.593524	1.040771012	1.013765546	2015	3.03	25	2008	28.03
61	ABCO	AMRC	AMRC-NW	34	1601	0	0	14	127	0.77	Data_Sheet_AMRC_NW_JUN_21_5	6/22/2016	9/9/9999	0	CT vf 	ARPA	360	42.77777778	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	6.2	6.2	4	39.23435971	-120.6480223	0.986443088	0.900039164	2015	4.1	22.6	2008	26.7
62	PIPO	AMRC	AMRC-NW	58	1601	0	0	14	135	1.24	Data_Sheet_AMRC_NW_JUN_21_5	6/22/2016	9/9/9999	0	CT vf 	ARPA	640	51.25	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	14.1	14.5	4	39.23435971	-120.6480223	0.998720776	0.916267632	2015	9.5	28.3	2008	37.8
63	PIPO	AMRC	AMRC-NW	15	1601	0	0	14	140	0.45	Data_Sheet_AMRC_NW_JUN_21_5	6/22/2016	9/9/9999	0	CT vf 	ARPA	540	36.2962963	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	4.8	4.5	4	39.23435971	-120.6480223	1.005593282	0.926430546	2015	2.5	6.8	2008	9.3
64	PIPO	AMRC	AMRC-NW	94	1601	0	0	14	140	2.69	Data_Sheet_AMRC_NW_JUN_22_1	6/22/2016	9/9/9999	0	CT vf 	ARPA	480	66.25	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	37.3	40.9	4	39.23443513	-120.6479591	1.00559258	0.926429845	2015	14.6	34.9	2008	49.5
65	PIPO	AMRC	AMRC-NW	66	1601	0	0	14	140	1.59	Data_Sheet_AMRC_NW_JUN_22_1	6/22/2016	9/9/9999	0	CT vf 	ARPA	380	69.21052632	7	Shrubs_Summer17_AMRC_KindleFire_Sep11	16.6	17.2	4	39.23443513	-120.6479591	1.00559258	0.926429845	2015	15.9	28.8	2008	44.7
69	PIPO	AMRC	AMRC-NW	18	1601	0	0	12	185	0.51	Data_Sheet_AMRC_NW_JUN_22_1	6/22/2016	9/9/9999	0	CT vf 	ARPA	300	65.33333333	7	Shrubs_Summer17_AMRC_2_Sep11	4.8	5.5	4	39.23440423	-120.6483648	1.025229603	1.002165455	2015	1.6	8	2008	9.6
